Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	simmap
150	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,3.30815:0,0.116325}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,7.67126:0,27.3091}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,7.67126:0,27.3091},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,3.30815:0,0.116325},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
160	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,2.46063:0,0.963845}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,34.9803}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,22.3616:1,20.2592}	{1,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,34.9803},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,2.46063:0,0.963845},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,22.3616:1,20.2592});
170	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,0.548397:0,2.87608}	{0,9.8346}	{1,19.3416:0,11.7015}	{1,18.3642:0,12.6789}	{0,34.9803}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,18.3642:0,12.6789},Xenicus_gilviventris:{1,19.3416:0,11.7015}):{0,34.9803},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,0.548397:0,2.87608},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
180	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,1.96711:0,1.45736}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,34.9803}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,10.4802:1,32.1406}	{1,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,34.9803},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,1.96711:0,1.45736},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,10.4802:1,32.1406});
190	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,3.09048:0,0.333997}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,12.0953:0,22.885}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,12.0953:0,22.885},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,3.09048:0,0.333997},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
200	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,2.96893:0,0.455543}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,12.0387:0,22.9417}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,12.0387:0,22.9417},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,2.96893:0,0.455543},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
210	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,3.35658:0,0.0678939}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,3.10955:0,31.8708}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,3.10955:0,31.8708},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,3.35658:0,0.0678939},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
220	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,3.3873:0,0.0371736}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,6.40976:0,28.5706}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,6.40976:0,28.5706},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,3.3873:0,0.0371736},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
230	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,0.798842:0,2.62563}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,17.7166:0,17.2637}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,17.7166:0,17.2637},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,0.798842:0,2.62563},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
240	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,1.84936:0,1.57512}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,19.4281:0,15.5522}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,19.4281:0,15.5522},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,1.84936:0,1.57512},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
250	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,1.73831:0,1.68617}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,7.40511:0,27.5752}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,7.40511:0,27.5752},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,1.73831:0,1.68617},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
260	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,1.41571:0,2.00877}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,29.4802:0,5.50009}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,29.4802:0,5.50009},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,1.41571:0,2.00877},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
270	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,2.12839:0,1.29609}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,8.79812:0,26.1822}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,42.6208}	{0,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,8.79812:0,26.1822},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,2.12839:0,1.29609},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,42.6208});
280	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,1.21964:0,2.20483}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,34.9803}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,31.8406:1,10.7802}	{1,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,34.9803},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,1.21964:0,2.20483},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,31.8406:1,10.7802});
290	{0,20.3159}	{0,9.42077}	{0,9.42077}	{0,7.70514}	{0,7.70514}	{0,16.5037}	{0,0.593725}	{0,0.593725}	{0,8.17854}	{0,8.7963}	{0,10.8526}	{0,5.56068}	{0,4.65845}	{0,4.65845}	{0,3.42448}	{1,1.33105:0,2.09342}	{0,9.8346}	{1,31.0431}	{1,31.0431}	{1,34.9803}	{0,2.27825}	{0,0.902235}	{0,0.142042}	{0,4.13188}	{0,1.01801}	{0,2.42214}	{0,7.58481}	{0,0.617762}	{0,4.47845}	{0,3.22894}	{0,6.89888}	{0,8.26055}	{0,6.54492}	{0,4.35025}	{0,3.08664}	{0,18.4885:1,24.1323}	{1,0}	((Acanthisitta_chloris:{1,31.0431},Xenicus_gilviventris:{1,31.0431}):{1,34.9803},(((((Pitta_caerulea:{0,9.8346},((Pitta_guajana:{1,1.33105:0,2.09342},Pitta_baudii:{0,3.42448}):{0,2.27825},((Pitta_elliotii:{0,4.65845},Pitta_gurneyi:{0,4.65845}):{0,0.902235},Pitta_cyanea:{0,5.56068}):{0,0.142042}):{0,4.13188}):{0,1.01801},Pitta_ussheri:{0,10.8526}):{0,2.42214},(Pitta_oatesi:{0,8.7963},(Pitta_schneideri:{0,8.17854},(Pitta_soror:{0,0.593725},Pitta_nipalensis:{0,0.593725}):{0,7.58481}):{0,0.617762}):{0,4.47845}):{0,3.22894},Pitta_phayrei:{0,16.5037}):{0,6.89888},(((Pitta_erythrogaster:{0,7.70514},Pitta_kochi:{0,7.70514}):{0,8.26055},(Pitta_venusta:{0,9.42077},Pitta_arcuata:{0,9.42077}):{0,6.54492}):{0,4.35025},Pitta_megarhyncha:{0,20.3159}):{0,3.08664}):{0,18.4885:1,24.1323});
